# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-10-25 11:51:23 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11455420 SACRAMENTO R A RIO VISTA CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11455420
#            TS   parameter     Description
#         16187       00065     Gage height, feet, [PUBLISHED]
#         16194       00010     Temperature, water, degrees Celsius
#         16195       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	16187_00065	16187_00065_cd	16194_00010	16194_00010_cd	16195_00095	16195_00095_cd
USGS	11455420	2019-10-01 12:00	PST	3.24	P	17.9	P	137	P
USGS	11455420	2019-10-01 12:15	PST	3.33	P	17.9	P	138	P
USGS	11455420	2019-10-01 12:30	PST	3.48	P	17.9	P	138	P
USGS	11455420	2019-10-01 12:45	PST	3.70	P	17.9	P	139	P
USGS	11455420	2019-10-01 13:00	PST	3.96	P	17.9	P	139	P
USGS	11455420	2019-10-01 13:15	PST	4.24	P	18.0	P	139	P
USGS	11455420	2019-10-01 13:30	PST	4.48	P	18.0	P	138	P
USGS	11455420	2019-10-01 13:45	PST	4.69	P	18.1	P	137	P
USGS	11455420	2019-10-01 14:00	PST	4.90	P	18.1	P	139	P
USGS	11455420	2019-10-01 14:15	PST	5.10	P	18.1	P	139	P
USGS	11455420	2019-10-01 14:30	PST	5.30	P	18.1	P	138	P
USGS	11455420	2019-10-01 14:45	PST	5.48	P	18.2	P	139	P
USGS	11455420	2019-10-01 15:00	PST	5.65	P	18.2	P	137	P
USGS	11455420	2019-10-01 15:15	PST	5.80	P	18.2	P	137	P
USGS	11455420	2019-10-01 15:30	PST	5.94	P	18.2	P	136	P
USGS	11455420	2019-10-01 15:45	PST	6.07	P	18.3	P	136	P
USGS	11455420	2019-10-01 16:00	PST	6.18	P	18.3	P	137	P
USGS	11455420	2019-10-01 16:15	PST	6.28	P	18.4	P	137	P
USGS	11455420	2019-10-01 16:30	PST	6.39	P	18.5	P	138	P
USGS	11455420	2019-10-01 16:45	PST	6.49	P	18.5	P	139	P
USGS	11455420	2019-10-01 17:00	PST	6.57	P	18.6	P	140	P
USGS	11455420	2019-10-01 17:15	PST	6.63	P	18.6	P	140	P
USGS	11455420	2019-10-01 17:30	PST	6.67	P	18.6	P	141	P
USGS	11455420	2019-10-01 17:45	PST	6.69	P	18.6	P	141	P
USGS	11455420	2019-10-01 18:00	PST	6.67	P	18.6	P	141	P
USGS	11455420	2019-10-01 18:15	PST	6.63	P	18.6	P	141	P
USGS	11455420	2019-10-01 18:30	PST	6.54	P	18.6	P	141	P
USGS	11455420	2019-10-01 18:45	PST	6.40	P	18.6	P	141	P
USGS	11455420	2019-10-01 19:00	PST	6.22	P	18.6	P	141	P
USGS	11455420	2019-10-01 19:15	PST	6.02	P	18.6	P	141	P
USGS	11455420	2019-10-01 19:30	PST	5.82	P	18.6	P	141	P
USGS	11455420	2019-10-01 19:45	PST	5.63	P	18.6	P	141	P
USGS	11455420	2019-10-01 20:00	PST	5.44	P	18.5	P	141	P
USGS	11455420	2019-10-01 20:15	PST	5.27	P	18.5	P	140	P
USGS	11455420	2019-10-01 20:30	PST	5.09	P	18.5	P	140	P
USGS	11455420	2019-10-01 20:45	PST	4.92	P	18.5	P	140	P
USGS	11455420	2019-10-01 21:00	PST	4.76	P	18.4	P	140	P
USGS	11455420	2019-10-01 21:15	PST	4.61	P	18.3	P	139	P
USGS	11455420	2019-10-01 21:30	PST	4.46	P	18.3	P	137	P
USGS	11455420	2019-10-01 21:45	PST	4.31	P	18.3	P	136	P
USGS	11455420	2019-10-01 22:00	PST	4.18	P	18.2	P	137	P
USGS	11455420	2019-10-01 22:15	PST	4.04	P	18.2	P	137	P
USGS	11455420	2019-10-01 22:30	PST	3.91	P	18.1	P	137	P
USGS	11455420	2019-10-01 22:45	PST	3.77	P	18.1	P	138	P
USGS	11455420	2019-10-01 23:00	PST	3.64	P	18.0	P	137	P
USGS	11455420	2019-10-01 23:15	PST	3.51	P	18.0	P	137	P
USGS	11455420	2019-10-01 23:30	PST	3.38	P	17.9	P	137	P
USGS	11455420	2019-10-01 23:45	PST	3.25	P	17.9	P	137	P
USGS	11455420	2019-10-02 00:00	PST	3.13	P	17.8	P	137	P
USGS	11455420	2019-10-02 00:15	PST	3.02	P	17.8	P	137	P
USGS	11455420	2019-10-02 00:30	PST	2.92	P	17.8	P	138	P
USGS	11455420	2019-10-02 00:45	PST	2.85	P	17.7	P	138	P
USGS	11455420	2019-10-02 01:00	PST	2.80	P	17.7	P	138	P
USGS	11455420	2019-10-02 01:15	PST	2.79	P	17.7	P	139	P
USGS	11455420	2019-10-02 01:30	PST	2.84	P	17.7	P	139	P
USGS	11455420	2019-10-02 01:45	PST	2.94	P	17.7	P	139	P
USGS	11455420	2019-10-02 02:00	PST	3.12	P	17.6	P	139	P
USGS	11455420	2019-10-02 02:15	PST	3.35	P	17.6	P	139	P
USGS	11455420	2019-10-02 02:30	PST	3.61	P	17.6	P	140	P
USGS	11455420	2019-10-02 02:45	PST	3.86	P	17.6	P	140	P
USGS	11455420	2019-10-02 03:00	PST	4.07	P	17.6	P	140	P
USGS	11455420	2019-10-02 03:15	PST	4.25	P	17.7	P	140	P
USGS	11455420	2019-10-02 03:30	PST	4.43	P	17.7	P	140	P
USGS	11455420	2019-10-02 03:45	PST	4.61	P	17.7	P	140	P
USGS	11455420	2019-10-02 04:00	PST	4.79	P	17.7	P	139	P
USGS	11455420	2019-10-02 04:15	PST	4.95	P	17.7	P	139	P
USGS	11455420	2019-10-02 04:30	PST	5.10	P	17.7	P	138	P
USGS	11455420	2019-10-02 04:45	PST	5.23	P	17.8	P	139	P
USGS	11455420	2019-10-02 05:00	PST	5.33	P	17.8	P	138	P
USGS	11455420	2019-10-02 05:15	PST	5.42	P	17.8	P	138	P
USGS	11455420	2019-10-02 05:30	PST	5.50	P	17.8	P	138	P
USGS	11455420	2019-10-02 05:45	PST	5.57	P	17.8	P	138	P
USGS	11455420	2019-10-02 06:00	PST	5.63	P	17.8	P	138	P
USGS	11455420	2019-10-02 06:15	PST	5.68	P	17.9	P	138	P
USGS	11455420	2019-10-02 06:30	PST	5.71	P	17.9	P	138	P
USGS	11455420	2019-10-02 06:45	PST	5.74	P	17.9	P	138	P
USGS	11455420	2019-10-02 07:00	PST	5.74	P	17.9	P	138	P
USGS	11455420	2019-10-02 07:15	PST	5.70	P	17.9	P	137	P
USGS	11455420	2019-10-02 07:30	PST	5.64	P	17.9	P	137	P
USGS	11455420	2019-10-02 07:45	PST	5.55	P	17.9	P	137	P
USGS	11455420	2019-10-02 08:00	PST	5.42	P	17.9	P	137	P
USGS	11455420	2019-10-02 08:15	PST	5.26	P	17.9	P	137	P
USGS	11455420	2019-10-02 08:30	PST	5.09	P	17.9	P	137	P
USGS	11455420	2019-10-02 08:45	PST	4.93	P	17.9	P	138	P
USGS	11455420	2019-10-02 09:00	PST	4.77	P	17.9	P	138	P
USGS	11455420	2019-10-02 09:15	PST	4.62	P	17.9	P	138	P
USGS	11455420	2019-10-02 09:30	PST	4.49	P	17.8	P	137	P
USGS	11455420	2019-10-02 09:45	PST	4.35	P	17.8	P	137	P
USGS	11455420	2019-10-02 10:00	PST	4.21	P	17.7	P	137	P
USGS	11455420	2019-10-02 10:15	PST	4.08	P	17.7	P	137	P
USGS	11455420	2019-10-02 10:30	PST	3.95	P	17.6	P	136	P
USGS	11455420	2019-10-02 10:45	PST	3.83	P	17.6	P	135	P
USGS	11455420	2019-10-02 11:00	PST	3.73	P	17.5	P	133	P
USGS	11455420	2019-10-02 11:15	PST	3.62	P	17.5	P	134	P
USGS	11455420	2019-10-02 11:30	PST	3.54	P	17.6	P	135	P
USGS	11455420	2019-10-02 11:45	PST	3.48	P	17.6	P	136	P
USGS	11455420	2019-10-02 12:00	PST	3.42	P	17.6	P	136	P
USGS	11455420	2019-10-02 12:15	PST	3.39	P	17.6	P	137	P
USGS	11455420	2019-10-02 12:30	PST	3.40	P	17.6	P	136	P
USGS	11455420	2019-10-02 12:45	PST	3.44	P	17.6	P	136	P
USGS	11455420	2019-10-02 13:00	PST	3.53	P	17.6	P	136	P
USGS	11455420	2019-10-02 13:15	PST	3.68	P	17.6	P	136	P
USGS	11455420	2019-10-02 13:30	PST	3.87	P	17.6	P	136	P
USGS	11455420	2019-10-02 13:45	PST	4.11	P	17.6	P	136	P
USGS	11455420	2019-10-02 14:00	PST	4.34	P	17.6	P	136	P
USGS	11455420	2019-10-02 14:15	PST	4.54	P	17.7	P	137	P
USGS	11455420	2019-10-02 14:30	PST	4.74	P	17.7	P	136	P
USGS	11455420	2019-10-02 14:45	PST	4.94	P	17.7	P	137	P
USGS	11455420	2019-10-02 15:00	PST	5.13	P	17.7	P	137	P
USGS	11455420	2019-10-02 15:15	PST	5.32	P	17.8	P	137	P
USGS	11455420	2019-10-02 15:30	PST	5.50	P	17.8	P	137	P
USGS	11455420	2019-10-02 15:45	PST	5.66	P	17.9	P	136	P
USGS	11455420	2019-10-02 16:00	PST	5.80	P	17.9	P	136	P
USGS	11455420	2019-10-02 16:15	PST	5.93	P	17.9	P	136	P
USGS	11455420	2019-10-02 16:30	PST	6.05	P	18.0	P	137	P
USGS	11455420	2019-10-02 16:45	PST	6.16	P	18.0	P	138	P
USGS	11455420	2019-10-02 17:00	PST	6.25	P	18.1	P	138	P
USGS	11455420	2019-10-02 17:15	PST	6.34	P	18.2	P	138	P
USGS	11455420	2019-10-02 17:30	PST	6.42	P	18.2	P	139	P
USGS	11455420	2019-10-02 17:45	PST	6.49	P	18.2	P	139	P
USGS	11455420	2019-10-02 18:00	PST	6.54	P	18.2	P	139	P
USGS	11455420	2019-10-02 18:15	PST	6.56	P	18.3	P	140	P
USGS	11455420	2019-10-02 18:30	PST	6.57	P	18.3	P	140	P
USGS	11455420	2019-10-02 18:45	PST	6.54	P	18.3	P	139	P
USGS	11455420	2019-10-02 19:00	PST	6.49	P	18.3	P	139	P
USGS	11455420	2019-10-02 19:15	PST	6.39	P	18.3	P	139	P
USGS	11455420	2019-10-02 19:30	PST	6.26	P	18.3	P	139	P
USGS	11455420	2019-10-02 19:45	PST	6.08	P	18.3	P	139	P
USGS	11455420	2019-10-02 20:00	PST	5.90	P	18.3	P	140	P
USGS	11455420	2019-10-02 20:15	PST	5.71	P	18.3	P	140	P
USGS	11455420	2019-10-02 20:30	PST	5.52	P	18.2	P	140	P
USGS	11455420	2019-10-02 20:45	PST	5.34	P	18.2	P	139	P
USGS	11455420	2019-10-02 21:00	PST	5.18	P	18.2	P	139	P
USGS	11455420	2019-10-02 21:15	PST	5.02	P	18.2	P	140	P
USGS	11455420	2019-10-02 21:30	PST	4.86	P	18.2	P	140	P
USGS	11455420	2019-10-02 21:45	PST	4.70	P	18.0	P	139	P
USGS	11455420	2019-10-02 22:00	PST	4.54	P	18.0	P	138	P
USGS	11455420	2019-10-02 22:15	PST	4.39	P	17.9	P	137	P
USGS	11455420	2019-10-02 22:30	PST	4.24	P	17.9	P	136	P
USGS	11455420	2019-10-02 22:45	PST	4.11	P	17.9	P	137	P
USGS	11455420	2019-10-02 23:00	PST	3.97	P	17.8	P	137	P
USGS	11455420	2019-10-02 23:15	PST	3.84	P	17.7	P	136	P
USGS	11455420	2019-10-02 23:30	PST	3.71	P	17.7	P	136	P
USGS	11455420	2019-10-02 23:45	PST	3.58	P	17.6	P	135	P
USGS	11455420	2019-10-03 00:00	PST	3.45	P	17.6	P	135	P
USGS	11455420	2019-10-03 00:15	PST	3.32	P	17.6	P	135	P
USGS	11455420	2019-10-03 00:30	PST	3.19	P	17.5	P	135	P
USGS	11455420	2019-10-03 00:45	PST	3.06	P	17.5	P	135	P
USGS	11455420	2019-10-03 01:00	PST	2.94	P	17.5	P	135	P
USGS	11455420	2019-10-03 01:15	PST	2.84	P	17.4	P	135	P
USGS	11455420	2019-10-03 01:30	PST	2.76	P	17.4	P	136	P
USGS	11455420	2019-10-03 01:45	PST	2.70	P	17.4	P	135	P
USGS	11455420	2019-10-03 02:00	PST	2.66	P	17.4	P	136	P
USGS	11455420	2019-10-03 02:15	PST	2.68	P	17.4	P	136	P
USGS	11455420	2019-10-03 02:30	PST	2.73	P	17.3	P	136	P
USGS	11455420	2019-10-03 02:45	PST	2.84	P	17.3	P	137	P
USGS	11455420	2019-10-03 03:00	PST	3.01	P	17.4	P	137	P
USGS	11455420	2019-10-03 03:15	PST	3.23	P	17.4	P	138	P
USGS	11455420	2019-10-03 03:30	PST	3.47	P	17.4	P	139	P
USGS	11455420	2019-10-03 03:45	PST	3.70	P	17.4	P	140	P
USGS	11455420	2019-10-03 04:00	PST	3.90	P	17.3	P	137	P
USGS	11455420	2019-10-03 04:15	PST	4.08	P	17.3	P	137	P
USGS	11455420	2019-10-03 04:30	PST	4.25	P	17.3	P	136	P
USGS	11455420	2019-10-03 04:45	PST	4.42	P	17.4	P	138	P
USGS	11455420	2019-10-03 05:00	PST	4.60	P	17.4	P	137	P
USGS	11455420	2019-10-03 05:15	PST	4.75	P	17.4	P	137	P
USGS	11455420	2019-10-03 05:30	PST	4.89	P	17.4	P	137	P
USGS	11455420	2019-10-03 05:45	PST	5.02	P	17.4	P	137	P
USGS	11455420	2019-10-03 06:00	PST	5.12	P	17.4	P	136	P
USGS	11455420	2019-10-03 06:15	PST	5.22	P	17.4	P	137	P
USGS	11455420	2019-10-03 06:30	PST	5.31	P	17.5	P	136	P
USGS	11455420	2019-10-03 06:45	PST	5.39	P	17.5	P	136	P
USGS	11455420	2019-10-03 07:00	PST	5.46	P	17.5	P	136	P
USGS	11455420	2019-10-03 07:15	PST	5.51	P	17.6	P	137	P
USGS	11455420	2019-10-03 07:30	PST	5.55	P	17.6	P	137	P
USGS	11455420	2019-10-03 07:45	PST	5.58	P	17.6	P	137	P
USGS	11455420	2019-10-03 08:00	PST	5.59	P	17.6	P	137	P
USGS	11455420	2019-10-03 08:15	PST	5.58	P	17.6	P	137	P
USGS	11455420	2019-10-03 08:30	PST	5.56	P	17.6	P	137	P
USGS	11455420	2019-10-03 08:45	PST	5.50	P	17.6	P	137	P
USGS	11455420	2019-10-03 09:00	PST	5.41	P	17.7	P	137	P
USGS	11455420	2019-10-03 09:15	PST	5.29	P	17.7	P	137	P
USGS	11455420	2019-10-03 09:30	PST	5.16	P	17.7	P	137	P
USGS	11455420	2019-10-03 09:45	PST	5.03	P	17.8	P	139	P
USGS	11455420	2019-10-03 10:00	PST	4.90	P	17.7	P	139	P
USGS	11455420	2019-10-03 10:15	PST	4.76	P	17.7	P	138	P
USGS	11455420	2019-10-03 10:30	PST	4.65	P	17.6	P	137	P
USGS	11455420	2019-10-03 10:45	PST	4.53	P	17.6	P	137	P
USGS	11455420	2019-10-03 11:00	PST	4.41	P	17.5	P	135	P
USGS	11455420	2019-10-03 11:15	PST	4.30	P	17.5	P	134	P
USGS	11455420	2019-10-03 11:30	PST	4.19	P	17.4	P	135	P
USGS	11455420	2019-10-03 11:45	PST	4.09	P	17.4	P	135	P
USGS	11455420	2019-10-03 12:00	PST	4.00	P	17.4	P	133	P
USGS	11455420	2019-10-03 12:15	PST	3.95	P	17.3	P	131	P
USGS	11455420	2019-10-03 12:30	PST	3.89	P	17.2	P	130	P
USGS	11455420	2019-10-03 12:45	PST	3.86	P	17.3	P	131	P
USGS	11455420	2019-10-03 13:00	PST	3.85	P	17.3	P	132	P
USGS	11455420	2019-10-03 13:15	PST	3.87	P	17.3	P	132	P
USGS	11455420	2019-10-03 13:30	PST	3.92	P	17.3	P	132	P
USGS	11455420	2019-10-03 13:45	PST	4.02	P	17.3	P	132	P
USGS	11455420	2019-10-03 14:00	PST	4.15	P	17.3	P	132	P
USGS	11455420	2019-10-03 14:15	PST	4.30	P	17.3	P	132	P
USGS	11455420	2019-10-03 14:30	PST	4.49	P	17.3	P	132	P
USGS	11455420	2019-10-03 14:45	PST	4.66	P	17.4	P	133	P
USGS	11455420	2019-10-03 15:00	PST	4.84	P	17.5	P	134	P
USGS	11455420	2019-10-03 15:15	PST	5.02	P	17.5	P	133	P
USGS	11455420	2019-10-03 15:30	PST	5.19	P	17.5	P	134	P
USGS	11455420	2019-10-03 15:45	PST	5.35	P	17.5	P	134	P
USGS	11455420	2019-10-03 16:00	PST	5.51	P	17.5	P	133	P
USGS	11455420	2019-10-03 16:15	PST	5.67	P	17.5	P	133	P
USGS	11455420	2019-10-03 16:30	PST	5.81	P	17.5	P	134	P
USGS	11455420	2019-10-03 16:45	PST	5.96	P	17.6	P	135	P
USGS	11455420	2019-10-03 17:00	PST	6.09	P	17.6	P	135	P
USGS	11455420	2019-10-03 17:15	PST	6.20	P	17.7	P	136	P
USGS	11455420	2019-10-03 17:30	PST	6.29	P	17.8	P	137	P
USGS	11455420	2019-10-03 17:45	PST	6.37	P	17.8	P	137	P
USGS	11455420	2019-10-03 18:00	PST	6.44	P	17.9	P	138	P
USGS	11455420	2019-10-03 18:15	PST	6.51	P	17.9	P	138	P
USGS	11455420	2019-10-03 18:30	PST	6.58	P	17.9	P	138	P
USGS	11455420	2019-10-03 18:45	PST	6.61	P	18.0	P	138	P
USGS	11455420	2019-10-03 19:00	PST	6.64	P	18.0	P	139	P
USGS	11455420	2019-10-03 19:15	PST	6.64	P	18.0	P	139	P
USGS	11455420	2019-10-03 19:30	PST	6.60	P	18.0	P	139	P
USGS	11455420	2019-10-03 19:45	PST	6.54	P	18.0	P	139	P
USGS	11455420	2019-10-03 20:00	PST	6.44	P	18.0	P	139	P
USGS	11455420	2019-10-03 20:15	PST	6.32	P	18.0	P	139	P
USGS	11455420	2019-10-03 20:30	PST	6.17	P	18.0	P	139	P
USGS	11455420	2019-10-03 20:45	PST	6.02	P	18.0	P	140	P
USGS	11455420	2019-10-03 21:00	PST	5.85	P	18.0	P	140	P
USGS	11455420	2019-10-03 21:15	PST	5.67	P	18.0	P	139	P
USGS	11455420	2019-10-03 21:30	PST	5.51	P	17.9	P	138	P
USGS	11455420	2019-10-03 21:45	PST	5.37	P	17.8	P	138	P
USGS	11455420	2019-10-03 22:00	PST	5.22	P	17.8	P	138	P
USGS	11455420	2019-10-03 22:15	PST	5.07	P	17.8	P	138	P
USGS	11455420	2019-10-03 22:30	PST	4.90	P	17.7	P	136	P
USGS	11455420	2019-10-03 22:45	PST	4.75	P	17.6	P	136	P
USGS	11455420	2019-10-03 23:00	PST	4.60	P	17.5	P	134	P
USGS	11455420	2019-10-03 23:15	PST	4.46	P	17.6	P	134	P
USGS	11455420	2019-10-03 23:30	PST	4.32	P	17.5	P	134	P
USGS	11455420	2019-10-03 23:45	PST	4.20	P	17.4	P	133	P
USGS	11455420	2019-10-04 00:00	PST	4.06	P	17.4	P	132	P
USGS	11455420	2019-10-04 00:15	PST	3.94	P	17.3	P	131	P
USGS	11455420	2019-10-04 00:30	PST	3.79	P	17.2	P	130	P
USGS	11455420	2019-10-04 00:45	PST	3.65	P	17.2	P	130	P
USGS	11455420	2019-10-04 01:00	PST	3.54	P	17.1	P	129	P
USGS	11455420	2019-10-04 01:15	PST	3.39	P	17.1	P	129	P
USGS	11455420	2019-10-04 01:30	PST	3.28	P	17.0	P	129	P
USGS	11455420	2019-10-04 01:45	PST	3.16	P	17.0	P	128	P
USGS	11455420	2019-10-04 02:00	PST	3.05	P	17.0	P	129	P
USGS	11455420	2019-10-04 02:15	PST	2.95	P	17.0	P	128	P
USGS	11455420	2019-10-04 02:30	PST	2.87	P	16.9	P	128	P
USGS	11455420	2019-10-04 02:45	PST	2.79	P	16.9	P	128	P
USGS	11455420	2019-10-04 03:00	PST	2.76	P	16.9	P	129	P
USGS	11455420	2019-10-04 03:15	PST	2.75	P	16.9	P	129	P
USGS	11455420	2019-10-04 03:30	PST	2.78	P	16.9	P	130	P
USGS	11455420	2019-10-04 03:45	PST	2.85	P	16.9	P	130	P
USGS	11455420	2019-10-04 04:00	PST	2.96	P	16.8	P	130	P
USGS	11455420	2019-10-04 04:15	PST	3.12	P	16.9	P	130	P
USGS	11455420	2019-10-04 04:30	PST	3.34	P	16.9	P	131	P
USGS	11455420	2019-10-04 04:45	PST	3.56	P	16.8	P	130	P
USGS	11455420	2019-10-04 05:00	PST	3.76	P	16.9	P	131	P
USGS	11455420	2019-10-04 05:15	PST	3.92	P	16.8	P	131	P
USGS	11455420	2019-10-04 05:30	PST	4.08	P	16.9	P	131	P
USGS	11455420	2019-10-04 05:45	PST	4.23	P	16.9	P	132	P
USGS	11455420	2019-10-04 06:00	PST	4.38	P	16.9	P	132	P
USGS	11455420	2019-10-04 06:15	PST	4.54	P	16.9	P	131	P
USGS	11455420	2019-10-04 06:30	PST	4.69	P	16.9	P	129	P
USGS	11455420	2019-10-04 06:45	PST	4.81	P	16.9	P	129	P
USGS	11455420	2019-10-04 07:00	PST	4.92	P	16.9	P	130	P
USGS	11455420	2019-10-04 07:15	PST	5.02	P	16.9	P	130	P
USGS	11455420	2019-10-04 07:30	PST	5.11	P	16.9	P	129	P
USGS	11455420	2019-10-04 07:45	PST	5.18	P	16.9	P	129	P
USGS	11455420	2019-10-04 08:00	PST	5.26	P	17.0	P	130	P
USGS	11455420	2019-10-04 08:15	PST	5.32	P	17.0	P	130	P
USGS	11455420	2019-10-04 08:30	PST	5.35	P	17.0	P	130	P
USGS	11455420	2019-10-04 08:45	PST	5.39	P	17.0	P	130	P
USGS	11455420	2019-10-04 09:00	PST	5.41	P	17.0	P	131	P
USGS	11455420	2019-10-04 09:15	PST	5.42	P	17.1	P	131	P
USGS	11455420	2019-10-04 09:30	PST	5.41	P	17.1	P	132	P
USGS	11455420	2019-10-04 09:45	PST	5.37	P	17.1	P	132	P
USGS	11455420	2019-10-04 10:00	PST	5.32	P	17.1	P	132	P
USGS	11455420	2019-10-04 10:15	PST	5.22	P	17.1	P	132	P
USGS	11455420	2019-10-04 10:30	PST	5.10	P	17.2	P	132	P
USGS	11455420	2019-10-04 10:45	PST	4.97	P	17.2	P	132	P
USGS	11455420	2019-10-04 11:00	PST	4.86	P	17.1	P	131	P
USGS	11455420	2019-10-04 11:15	PST	4.74	P	17.1	P	131	P
USGS	11455420	2019-10-04 11:30	PST	4.63	P	17.1	P	130	P
USGS	11455420	2019-10-04 11:45	PST	4.53	P	17.0	P	129	P
USGS	11455420	2019-10-04 12:00	PST	4.43	P	17.0	P	129	P
USGS	11455420	2019-10-04 12:15	PST	4.33	P	17.0	P	129	P
USGS	11455420	2019-10-04 12:30	PST	4.23	P	16.9	P	129	P
USGS	11455420	2019-10-04 12:45	PST	4.14	P	16.9	P	129	P
USGS	11455420	2019-10-04 13:00	PST	4.06	P	16.9	P	129	P
USGS	11455420	2019-10-04 13:15	PST	4.00	P	16.9	P	128	P
USGS	11455420	2019-10-04 13:30	PST	3.96	P	16.8	P	126	P
USGS	11455420	2019-10-04 13:45	PST	3.94	P	16.8	P	126	P
USGS	11455420	2019-10-04 14:00	PST	3.94	P	16.7	P	126	P
USGS	11455420	2019-10-04 14:15	PST	3.96	P	16.7	P	126	P
USGS	11455420	2019-10-04 14:30	PST	4.00	P	16.7	P	126	P
USGS	11455420	2019-10-04 14:45	PST	4.06	P	16.8	P	126	P
USGS	11455420	2019-10-04 15:00	PST	4.16	P	16.8	P	126	P
USGS	11455420	2019-10-04 15:15	PST	4.30	P	16.8	P	127	P
USGS	11455420	2019-10-04 15:30	PST	4.44	P	16.8	P	126	P
USGS	11455420	2019-10-04 15:45	PST	4.58	P	16.8	P	127	P
USGS	11455420	2019-10-04 16:00	PST	4.72	P	16.8	P	127	P
USGS	11455420	2019-10-04 16:15	PST	4.86	P	16.8	P	126	P
USGS	11455420	2019-10-04 16:30	PST	5.01	P	16.8	P	126	P
USGS	11455420	2019-10-04 16:45	PST	5.16	P	16.9	P	127	P
USGS	11455420	2019-10-04 17:00	PST	5.30	P	16.9	P	127	P
USGS	11455420	2019-10-04 17:15	PST	5.45	P	16.9	P	127	P
USGS	11455420	2019-10-04 17:30	PST	5.59	P	17.0	P	128	P
USGS	11455420	2019-10-04 17:45	PST	5.71	P	17.0	P	129	P
USGS	11455420	2019-10-04 18:00	PST	5.83	P	17.0	P	129	P
USGS	11455420	2019-10-04 18:15	PST	5.94	P	17.1	P	129	P
USGS	11455420	2019-10-04 18:30	PST	6.04	P	17.1	P	130	P
USGS	11455420	2019-10-04 18:45	PST	6.12	P	17.2	P	130	P
USGS	11455420	2019-10-04 19:00	PST	6.20	P	17.2	P	131	P
USGS	11455420	2019-10-04 19:15	PST	6.25	P	17.3	P	131	P
USGS	11455420	2019-10-04 19:30	PST	6.29	P	17.3	P	132	P
USGS	11455420	2019-10-04 19:45	PST	6.31	P	17.3	P	133	P
USGS	11455420	2019-10-04 20:00	PST	6.32	P	17.3	P	133	P
USGS	11455420	2019-10-04 20:15	PST	6.31	P	17.3	P	133	P
USGS	11455420	2019-10-04 20:30	PST	6.26	P	17.4	P	134	P
USGS	11455420	2019-10-04 20:45	PST	6.18	P	17.4	P	134	P
USGS	11455420	2019-10-04 21:00	PST	6.08	P	17.4	P	134	P
USGS	11455420	2019-10-04 21:15	PST	5.94	P	17.4	P	134	P
USGS	11455420	2019-10-04 21:30	PST	5.79	P	17.4	P	134	P
USGS	11455420	2019-10-04 21:45	PST	5.64	P	17.3	P	133	P
USGS	11455420	2019-10-04 22:00	PST	5.48	P	17.3	P	133	P
USGS	11455420	2019-10-04 22:15	PST	5.32	P	17.2	P	132	P
USGS	11455420	2019-10-04 22:30	PST	5.16	P	17.2	P	131	P
USGS	11455420	2019-10-04 22:45	PST	5.00	P	17.2	P	130	P
USGS	11455420	2019-10-04 23:00	PST	4.83	P	17.1	P	130	P
USGS	11455420	2019-10-04 23:15	PST	4.67	P	17.1	P	130	P
USGS	11455420	2019-10-04 23:30	PST	4.51	P	17.0	P	129	P
USGS	11455420	2019-10-04 23:45	PST	4.36	P	16.9	P	129	P
USGS	11455420	2019-10-05 00:00	PST	4.21	P	16.9	P	127	P
USGS	11455420	2019-10-05 00:15	PST	4.07	P	16.8	P	127	P
USGS	11455420	2019-10-05 00:30	PST	3.93	P	16.7	P	126	P
USGS	11455420	2019-10-05 00:45	PST	3.79	P	16.7	P	125	P
USGS	11455420	2019-10-05 01:00	PST	3.66	P	16.7	P	126	P
USGS	11455420	2019-10-05 01:15	PST	3.53	P	16.6	P	125	P
USGS	11455420	2019-10-05 01:30	PST	3.40	P	16.6	P	125	P
USGS	11455420	2019-10-05 01:45	PST	3.26	P	16.6	P	125	P
USGS	11455420	2019-10-05 02:00	PST	3.13	P	16.6	P	125	P
USGS	11455420	2019-10-05 02:15	PST	3.00	P	16.6	P	125	P
USGS	11455420	2019-10-05 02:30	PST	2.87	P	16.6	P	126	P
USGS	11455420	2019-10-05 02:45	PST	2.75	P	16.6	P	126	P
USGS	11455420	2019-10-05 03:00	PST	2.64	P	16.5	P	126	P
USGS	11455420	2019-10-05 03:15	PST	2.54	P	16.6	P	127	P
USGS	11455420	2019-10-05 03:30	PST	2.46	P	16.6	P	128	P
USGS	11455420	2019-10-05 03:45	PST	2.40	P	16.5	P	128	P
