# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-02-16 13:23:53 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11455420 SACRAMENTO R A RIO VISTA CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11455420
#            TS   parameter     Description
#         16187       00065     Gage height, feet, [PUBLISHED]
#         16194       00010     Temperature, water, degrees Celsius
#         16195       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#        300439       00010     Temperature, water, degrees Celsius, LOWER-4 FT FROM BED
#        300448       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, LOWER-4 FT FROM BED
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	16187_00065	16187_00065_cd	16194_00010	16194_00010_cd	16195_00095	16195_00095_cd
USGS	11455420	2019-10-01 10:45	PST	3.46	A	18.0	A	136	A
USGS	11455420	2019-10-01 11:00	PST	3.37	A	18.0	A	136	A
USGS	11455420	2019-10-01 11:15	PST	3.30	A	18.0	A	136	A
USGS	11455420	2019-10-01 11:30	PST	3.24	A	18.0	A	136	A
USGS	11455420	2019-10-01 11:45	PST	3.22	A	18.0	A	136	A
USGS	11455420	2019-10-01 12:00	PST	3.24	A	17.9	A	137	A
USGS	11455420	2019-10-01 12:15	PST	3.33	A	17.9	A	137	A
USGS	11455420	2019-10-01 12:30	PST	3.48	A	17.9	A	138	A
USGS	11455420	2019-10-01 12:45	PST	3.70	A	17.9	A	138	A
USGS	11455420	2019-10-01 13:00	PST	3.96	A	17.9	A	138	A
USGS	11455420	2019-10-01 13:15	PST	4.24	A	18.0	A	138	A
USGS	11455420	2019-10-01 13:30	PST	4.48	A	18.0	A	137	A
USGS	11455420	2019-10-01 13:45	PST	4.69	A	18.1	A	136	A
USGS	11455420	2019-10-01 14:00	PST	4.90	A	18.1	A	138	A
USGS	11455420	2019-10-01 14:15	PST	5.10	A	18.1	A	138	A
USGS	11455420	2019-10-01 14:30	PST	5.30	A	18.1	A	137	A
USGS	11455420	2019-10-01 14:45	PST	5.48	A	18.2	A	138	A
USGS	11455420	2019-10-01 15:00	PST	5.65	A	18.2	A	137	A
USGS	11455420	2019-10-01 15:15	PST	5.80	A	18.2	A	136	A
USGS	11455420	2019-10-01 15:30	PST	5.94	A	18.2	A	135	A
USGS	11455420	2019-10-01 15:45	PST	6.07	A	18.3	A	135	A
USGS	11455420	2019-10-01 16:00	PST	6.18	A	18.3	A	136	A
USGS	11455420	2019-10-01 16:15	PST	6.28	A	18.4	A	137	A
USGS	11455420	2019-10-01 16:30	PST	6.39	A	18.5	A	137	A
USGS	11455420	2019-10-01 16:45	PST	6.49	A	18.5	A	138	A
USGS	11455420	2019-10-01 17:00	PST	6.57	A	18.6	A	139	A
USGS	11455420	2019-10-01 17:15	PST	6.63	A	18.6	A	140	A
USGS	11455420	2019-10-01 17:30	PST	6.67	A	18.6	A	140	A
USGS	11455420	2019-10-01 17:45	PST	6.69	A	18.6	A	140	A
USGS	11455420	2019-10-01 18:00	PST	6.67	A	18.6	A	140	A
USGS	11455420	2019-10-01 18:15	PST	6.63	A	18.6	A	140	A
USGS	11455420	2019-10-01 18:30	PST	6.54	A	18.6	A	140	A
USGS	11455420	2019-10-01 18:45	PST	6.40	A	18.6	A	141	A
USGS	11455420	2019-10-01 19:00	PST	6.22	A	18.6	A	141	A
USGS	11455420	2019-10-01 19:15	PST	6.02	A	18.6	A	140	A
USGS	11455420	2019-10-01 19:30	PST	5.82	A	18.6	A	140	A
USGS	11455420	2019-10-01 19:45	PST	5.63	A	18.6	A	140	A
USGS	11455420	2019-10-01 20:00	PST	5.44	A	18.5	A	140	A
USGS	11455420	2019-10-01 20:15	PST	5.27	A	18.5	A	139	A
USGS	11455420	2019-10-01 20:30	PST	5.09	A	18.5	A	139	A
USGS	11455420	2019-10-01 20:45	PST	4.92	A	18.5	A	139	A
USGS	11455420	2019-10-01 21:00	PST	4.76	A	18.4	A	139	A
USGS	11455420	2019-10-01 21:15	PST	4.61	A	18.3	A	138	A
USGS	11455420	2019-10-01 21:30	PST	4.46	A	18.3	A	136	A
USGS	11455420	2019-10-01 21:45	PST	4.31	A	18.3	A	135	A
USGS	11455420	2019-10-01 22:00	PST	4.18	A	18.2	A	136	A
USGS	11455420	2019-10-01 22:15	PST	4.04	A	18.2	A	137	A
USGS	11455420	2019-10-01 22:30	PST	3.91	A	18.1	A	136	A
USGS	11455420	2019-10-01 22:45	PST	3.77	A	18.1	A	137	A
USGS	11455420	2019-10-01 23:00	PST	3.64	A	18.0	A	137	A
USGS	11455420	2019-10-01 23:15	PST	3.51	A	18.0	A	136	A
USGS	11455420	2019-10-01 23:30	PST	3.38	A	17.9	A	136	A
USGS	11455420	2019-10-01 23:45	PST	3.25	A	17.9	A	136	A
USGS	11455420	2019-10-02 00:00	PST	3.13	A	17.8	A	136	A
USGS	11455420	2019-10-02 00:15	PST	3.02	A	17.8	A	136	A
USGS	11455420	2019-10-02 00:30	PST	2.92	A	17.8	A	137	A
USGS	11455420	2019-10-02 00:45	PST	2.85	A	17.7	A	137	A
USGS	11455420	2019-10-02 01:00	PST	2.80	A	17.7	A	137	A
USGS	11455420	2019-10-02 01:15	PST	2.79	A	17.7	A	138	A
USGS	11455420	2019-10-02 01:30	PST	2.84	A	17.7	A	138	A
USGS	11455420	2019-10-02 01:45	PST	2.94	A	17.7	A	138	A
USGS	11455420	2019-10-02 02:00	PST	3.12	A	17.6	A	138	A
USGS	11455420	2019-10-02 02:15	PST	3.35	A	17.6	A	138	A
USGS	11455420	2019-10-02 02:30	PST	3.61	A	17.6	A	139	A
USGS	11455420	2019-10-02 02:45	PST	3.86	A	17.6	A	139	A
USGS	11455420	2019-10-02 03:00	PST	4.07	A	17.6	A	139	A
USGS	11455420	2019-10-02 03:15	PST	4.25	A	17.7	A	140	A
USGS	11455420	2019-10-02 03:30	PST	4.43	A	17.7	A	139	A
USGS	11455420	2019-10-02 03:45	PST	4.61	A	17.7	A	139	A
USGS	11455420	2019-10-02 04:00	PST	4.79	A	17.7	A	138	A
USGS	11455420	2019-10-02 04:15	PST	4.95	A	17.7	A	138	A
USGS	11455420	2019-10-02 04:30	PST	5.10	A	17.7	A	138	A
USGS	11455420	2019-10-02 04:45	PST	5.23	A	17.8	A	138	A
USGS	11455420	2019-10-02 05:00	PST	5.33	A	17.8	A	137	A
USGS	11455420	2019-10-02 05:15	PST	5.42	A	17.8	A	138	A
USGS	11455420	2019-10-02 05:30	PST	5.50	A	17.8	A	137	A
USGS	11455420	2019-10-02 05:45	PST	5.57	A	17.8	A	137	A
USGS	11455420	2019-10-02 06:00	PST	5.63	A	17.8	A	137	A
USGS	11455420	2019-10-02 06:15	PST	5.68	A	17.9	A	137	A
USGS	11455420	2019-10-02 06:30	PST	5.71	A	17.9	A	137	A
USGS	11455420	2019-10-02 06:45	PST	5.74	A	17.9	A	137	A
USGS	11455420	2019-10-02 07:00	PST	5.74	A	17.9	A	137	A
USGS	11455420	2019-10-02 07:15	PST	5.70	A	17.9	A	137	A
USGS	11455420	2019-10-02 07:30	PST	5.64	A	17.9	A	136	A
USGS	11455420	2019-10-02 07:45	PST	5.55	A	17.9	A	136	A
USGS	11455420	2019-10-02 08:00	PST	5.42	A	17.9	A	136	A
USGS	11455420	2019-10-02 08:15	PST	5.26	A	17.9	A	136	A
USGS	11455420	2019-10-02 08:30	PST	5.09	A	17.9	A	137	A
USGS	11455420	2019-10-02 08:45	PST	4.93	A	17.9	A	137	A
USGS	11455420	2019-10-02 09:00	PST	4.77	A	17.9	A	137	A
USGS	11455420	2019-10-02 09:15	PST	4.62	A	17.9	A	137	A
USGS	11455420	2019-10-02 09:30	PST	4.49	A	17.8	A	137	A
USGS	11455420	2019-10-02 09:45	PST	4.35	A	17.8	A	136	A
USGS	11455420	2019-10-02 10:00	PST	4.21	A	17.7	A	136	A
USGS	11455420	2019-10-02 10:15	PST	4.08	A	17.7	A	137	A
USGS	11455420	2019-10-02 10:30	PST	3.95	A	17.6	A	135	A
USGS	11455420	2019-10-02 10:45	PST	3.83	A	17.6	A	134	A
USGS	11455420	2019-10-02 11:00	PST	3.73	A	17.5	A	133	A
USGS	11455420	2019-10-02 11:15	PST	3.62	A	17.5	A	133	A
USGS	11455420	2019-10-02 11:30	PST	3.54	A	17.6	A	134	A
USGS	11455420	2019-10-02 11:45	PST	3.48	A	17.6	A	135	A
USGS	11455420	2019-10-02 12:00	PST	3.42	A	17.6	A	135	A
USGS	11455420	2019-10-02 12:15	PST	3.39	A	17.6	A	136	A
USGS	11455420	2019-10-02 12:30	PST	3.40	A	17.6	A	135	A
USGS	11455420	2019-10-02 12:45	PST	3.44	A	17.6	A	135	A
USGS	11455420	2019-10-02 13:00	PST	3.53	A	17.6	A	135	A
USGS	11455420	2019-10-02 13:15	PST	3.68	A	17.6	A	135	A
USGS	11455420	2019-10-02 13:30	PST	3.87	A	17.6	A	135	A
USGS	11455420	2019-10-02 13:45	PST	4.11	A	17.6	A	135	A
USGS	11455420	2019-10-02 14:00	PST	4.34	A	17.6	A	135	A
USGS	11455420	2019-10-02 14:15	PST	4.54	A	17.7	A	136	A
USGS	11455420	2019-10-02 14:30	PST	4.74	A	17.7	A	135	A
USGS	11455420	2019-10-02 14:45	PST	4.94	A	17.7	A	137	A
USGS	11455420	2019-10-02 15:00	PST	5.13	A	17.7	A	136	A
USGS	11455420	2019-10-02 15:15	PST	5.32	A	17.8	A	136	A
USGS	11455420	2019-10-02 15:30	PST	5.50	A	17.8	A	136	A
USGS	11455420	2019-10-02 15:45	PST	5.66	A	17.9	A	135	A
USGS	11455420	2019-10-02 16:00	PST	5.80	A	17.9	A	135	A
USGS	11455420	2019-10-02 16:15	PST	5.93	A	17.9	A	135	A
USGS	11455420	2019-10-02 16:30	PST	6.05	A	18.0	A	136	A
USGS	11455420	2019-10-02 16:45	PST	6.16	A	18.0	A	137	A
USGS	11455420	2019-10-02 17:00	PST	6.25	A	18.1	A	137	A
USGS	11455420	2019-10-02 17:15	PST	6.34	A	18.2	A	138	A
USGS	11455420	2019-10-02 17:30	PST	6.42	A	18.2	A	138	A
USGS	11455420	2019-10-02 17:45	PST	6.49	A	18.2	A	138	A
USGS	11455420	2019-10-02 18:00	PST	6.54	A	18.2	A	138	A
USGS	11455420	2019-10-02 18:15	PST	6.56	A	18.3	A	139	A
USGS	11455420	2019-10-02 18:30	PST	6.57	A	18.3	A	139	A
USGS	11455420	2019-10-02 18:45	PST	6.54	A	18.3	A	139	A
USGS	11455420	2019-10-02 19:00	PST	6.49	A	18.3	A	138	A
USGS	11455420	2019-10-02 19:15	PST	6.39	A	18.3	A	138	A
USGS	11455420	2019-10-02 19:30	PST	6.26	A	18.3	A	138	A
USGS	11455420	2019-10-02 19:45	PST	6.08	A	18.3	A	138	A
USGS	11455420	2019-10-02 20:00	PST	5.90	A	18.3	A	139	A
USGS	11455420	2019-10-02 20:15	PST	5.71	A	18.3	A	139	A
USGS	11455420	2019-10-02 20:30	PST	5.52	A	18.2	A	139	A
USGS	11455420	2019-10-02 20:45	PST	5.34	A	18.2	A	139	A
USGS	11455420	2019-10-02 21:00	PST	5.18	A	18.2	A	138	A
USGS	11455420	2019-10-02 21:15	PST	5.02	A	18.2	A	139	A
USGS	11455420	2019-10-02 21:30	PST	4.86	A	18.2	A	139	A
USGS	11455420	2019-10-02 21:45	PST	4.70	A	18.0	A	138	A
USGS	11455420	2019-10-02 22:00	PST	4.54	A	18.0	A	137	A
USGS	11455420	2019-10-02 22:15	PST	4.39	A	17.9	A	136	A
USGS	11455420	2019-10-02 22:30	PST	4.24	A	17.9	A	135	A
USGS	11455420	2019-10-02 22:45	PST	4.11	A	17.9	A	136	A
USGS	11455420	2019-10-02 23:00	PST	3.97	A	17.8	A	136	A
USGS	11455420	2019-10-02 23:15	PST	3.84	A	17.7	A	136	A
USGS	11455420	2019-10-02 23:30	PST	3.71	A	17.7	A	135	A
USGS	11455420	2019-10-02 23:45	PST	3.58	A	17.6	A	135	A
USGS	11455420	2019-10-03 00:00	PST	3.45	A	17.6	A	135	A
USGS	11455420	2019-10-03 00:15	PST	3.32	A	17.6	A	134	A
USGS	11455420	2019-10-03 00:30	PST	3.19	A	17.5	A	135	A
USGS	11455420	2019-10-03 00:45	PST	3.06	A	17.5	A	134	A
USGS	11455420	2019-10-03 01:00	PST	2.94	A	17.5	A	134	A
USGS	11455420	2019-10-03 01:15	PST	2.84	A	17.4	A	134	A
USGS	11455420	2019-10-03 01:30	PST	2.76	A	17.4	A	135	A
USGS	11455420	2019-10-03 01:45	PST	2.70	A	17.4	A	135	A
USGS	11455420	2019-10-03 02:00	PST	2.66	A	17.4	A	135	A
USGS	11455420	2019-10-03 02:15	PST	2.68	A	17.4	A	136	A
USGS	11455420	2019-10-03 02:30	PST	2.73	A	17.3	A	135	A
USGS	11455420	2019-10-03 02:45	PST	2.84	A	17.3	A	136	A
USGS	11455420	2019-10-03 03:00	PST	3.01	A	17.4	A	136	A
USGS	11455420	2019-10-03 03:15	PST	3.23	A	17.4	A	137	A
USGS	11455420	2019-10-03 03:30	PST	3.47	A	17.4	A	138	A
USGS	11455420	2019-10-03 03:45	PST	3.70	A	17.4	A	139	A
USGS	11455420	2019-10-03 04:00	PST	3.90	A	17.3	A	136	A
USGS	11455420	2019-10-03 04:15	PST	4.08	A	17.3	A	136	A
USGS	11455420	2019-10-03 04:30	PST	4.25	A	17.3	A	136	A
USGS	11455420	2019-10-03 04:45	PST	4.42	A	17.4	A	138	A
USGS	11455420	2019-10-03 05:00	PST	4.60	A	17.4	A	136	A
USGS	11455420	2019-10-03 05:15	PST	4.75	A	17.4	A	136	A
USGS	11455420	2019-10-03 05:30	PST	4.89	A	17.4	A	136	A
USGS	11455420	2019-10-03 05:45	PST	5.02	A	17.4	A	136	A
USGS	11455420	2019-10-03 06:00	PST	5.12	A	17.4	A	135	A
USGS	11455420	2019-10-03 06:15	PST	5.22	A	17.4	A	136	A
USGS	11455420	2019-10-03 06:30	PST	5.31	A	17.5	A	135	A
USGS	11455420	2019-10-03 06:45	PST	5.39	A	17.5	A	135	A
USGS	11455420	2019-10-03 07:00	PST	5.46	A	17.5	A	136	A
USGS	11455420	2019-10-03 07:15	PST	5.51	A	17.6	A	136	A
USGS	11455420	2019-10-03 07:30	PST	5.55	A	17.6	A	136	A
USGS	11455420	2019-10-03 07:45	PST	5.58	A	17.6	A	136	A
USGS	11455420	2019-10-03 08:00	PST	5.59	A	17.6	A	136	A
USGS	11455420	2019-10-03 08:15	PST	5.58	A	17.6	A	136	A
USGS	11455420	2019-10-03 08:30	PST	5.56	A	17.6	A	136	A
USGS	11455420	2019-10-03 08:45	PST	5.50	A	17.6	A	136	A
USGS	11455420	2019-10-03 09:00	PST	5.41	A	17.7	A	136	A
USGS	11455420	2019-10-03 09:15	PST	5.29	A	17.7	A	136	A
USGS	11455420	2019-10-03 09:30	PST	5.16	A	17.7	A	136	A
USGS	11455420	2019-10-03 09:45	PST	5.03	A	17.8	A	138	A
USGS	11455420	2019-10-03 10:00	PST	4.90	A	17.7	A	138	A
USGS	11455420	2019-10-03 10:15	PST	4.76	A	17.7	A	137	A
USGS	11455420	2019-10-03 10:30	PST	4.65	A	17.6	A	136	A
USGS	11455420	2019-10-03 10:45	PST	4.53	A	17.6	A	136	A
USGS	11455420	2019-10-03 11:00	PST	4.41	A	17.5	A	134	A
USGS	11455420	2019-10-03 11:15	PST	4.30	A	17.5	A	134	A
USGS	11455420	2019-10-03 11:30	PST	4.19	A	17.4	A	134	A
USGS	11455420	2019-10-03 11:45	PST	4.09	A	17.4	A	134	A
USGS	11455420	2019-10-03 12:00	PST	4.00	A	17.4	A	133	A
USGS	11455420	2019-10-03 12:15	PST	3.95	A	17.3	A	130	A
USGS	11455420	2019-10-03 12:30	PST	3.89	A	17.2	A	130	A
USGS	11455420	2019-10-03 12:45	PST	3.86	A	17.3	A	130	A
USGS	11455420	2019-10-03 13:00	PST	3.85	A	17.3	A	131	A
USGS	11455420	2019-10-03 13:15	PST	3.87	A	17.3	A	131	A
USGS	11455420	2019-10-03 13:30	PST	3.92	A	17.3	A	131	A
USGS	11455420	2019-10-03 13:45	PST	4.02	A	17.3	A	131	A
USGS	11455420	2019-10-03 14:00	PST	4.15	A	17.3	A	131	A
USGS	11455420	2019-10-03 14:15	PST	4.30	A	17.3	A	131	A
USGS	11455420	2019-10-03 14:30	PST	4.49	A	17.3	A	131	A
USGS	11455420	2019-10-03 14:45	PST	4.66	A	17.4	A	132	A
USGS	11455420	2019-10-03 15:00	PST	4.84	A	17.5	A	133	A
USGS	11455420	2019-10-03 15:15	PST	5.02	A	17.5	A	132	A
USGS	11455420	2019-10-03 15:30	PST	5.19	A	17.5	A	133	A
USGS	11455420	2019-10-03 15:45	PST	5.35	A	17.5	A	133	A
USGS	11455420	2019-10-03 16:00	PST	5.51	A	17.5	A	133	A
USGS	11455420	2019-10-03 16:15	PST	5.67	A	17.5	A	132	A
USGS	11455420	2019-10-03 16:30	PST	5.81	A	17.5	A	133	A
USGS	11455420	2019-10-03 16:45	PST	5.96	A	17.6	A	134	A
USGS	11455420	2019-10-03 17:00	PST	6.09	A	17.6	A	134	A
USGS	11455420	2019-10-03 17:15	PST	6.20	A	17.7	A	135	A
USGS	11455420	2019-10-03 17:30	PST	6.29	A	17.8	A	136	A
USGS	11455420	2019-10-03 17:45	PST	6.37	A	17.8	A	136	A
USGS	11455420	2019-10-03 18:00	PST	6.44	A	17.9	A	137	A
USGS	11455420	2019-10-03 18:15	PST	6.51	A	17.9	A	137	A
USGS	11455420	2019-10-03 18:30	PST	6.58	A	17.9	A	137	A
USGS	11455420	2019-10-03 18:45	PST	6.61	A	18.0	A	137	A
USGS	11455420	2019-10-03 19:00	PST	6.64	A	18.0	A	138	A
USGS	11455420	2019-10-03 19:15	PST	6.64	A	18.0	A	138	A
USGS	11455420	2019-10-03 19:30	PST	6.60	A	18.0	A	138	A
USGS	11455420	2019-10-03 19:45	PST	6.54	A	18.0	A	138	A
USGS	11455420	2019-10-03 20:00	PST	6.44	A	18.0	A	138	A
USGS	11455420	2019-10-03 20:15	PST	6.32	A	18.0	A	138	A
USGS	11455420	2019-10-03 20:30	PST	6.17	A	18.0	A	138	A
USGS	11455420	2019-10-03 20:45	PST	6.02	A	18.0	A	139	A
USGS	11455420	2019-10-03 21:00	PST	5.85	A	18.0	A	139	A
USGS	11455420	2019-10-03 21:15	PST	5.67	A	18.0	A	138	A
USGS	11455420	2019-10-03 21:30	PST	5.51	A	17.9	A	137	A
USGS	11455420	2019-10-03 21:45	PST	5.37	A	17.8	A	137	A
USGS	11455420	2019-10-03 22:00	PST	5.22	A	17.8	A	137	A
USGS	11455420	2019-10-03 22:15	PST	5.07	A	17.8	A	137	A
USGS	11455420	2019-10-03 22:30	PST	4.90	A	17.7	A	136	A
USGS	11455420	2019-10-03 22:45	PST	4.75	A	17.6	A	135	A
USGS	11455420	2019-10-03 23:00	PST	4.60	A	17.5	A	133	A
USGS	11455420	2019-10-03 23:15	PST	4.46	A	17.6	A	133	A
USGS	11455420	2019-10-03 23:30	PST	4.32	A	17.5	A	134	A
USGS	11455420	2019-10-03 23:45	PST	4.20	A	17.4	A	132	A
USGS	11455420	2019-10-04 00:00	PST	4.06	A	17.4	A	131	A
USGS	11455420	2019-10-04 00:15	PST	3.94	A	17.3	A	130	A
USGS	11455420	2019-10-04 00:30	PST	3.79	A	17.2	A	129	A
USGS	11455420	2019-10-04 00:45	PST	3.65	A	17.2	A	129	A
USGS	11455420	2019-10-04 01:00	PST	3.54	A	17.1	A	128	A
USGS	11455420	2019-10-04 01:15	PST	3.39	A	17.1	A	128	A
USGS	11455420	2019-10-04 01:30	PST	3.28	A	17.0	A	128	A
USGS	11455420	2019-10-04 01:45	PST	3.16	A	17.0	A	127	A
USGS	11455420	2019-10-04 02:00	PST	3.05	A	17.0	A	128	A
USGS	11455420	2019-10-04 02:15	PST	2.95	A	17.0	A	128	A
USGS	11455420	2019-10-04 02:30	PST	2.87	A	16.9	A	127	A
USGS	11455420	2019-10-04 02:45	PST	2.79	A	16.9	A	128	A
USGS	11455420	2019-10-04 03:00	PST	2.76	A	16.9	A	128	A
USGS	11455420	2019-10-04 03:15	PST	2.75	A	16.9	A	128	A
USGS	11455420	2019-10-04 03:30	PST	2.78	A	16.9	A	129	A
USGS	11455420	2019-10-04 03:45	PST	2.85	A	16.9	A	129	A
USGS	11455420	2019-10-04 04:00	PST	2.96	A	16.8	A	129	A
USGS	11455420	2019-10-04 04:15	PST	3.12	A	16.9	A	129	A
USGS	11455420	2019-10-04 04:30	PST	3.34	A	16.9	A	130	A
USGS	11455420	2019-10-04 04:45	PST	3.56	A	16.8	A	130	A
USGS	11455420	2019-10-04 05:00	PST	3.76	A	16.9	A	130	A
USGS	11455420	2019-10-04 05:15	PST	3.92	A	16.8	A	130	A
USGS	11455420	2019-10-04 05:30	PST	4.08	A	16.9	A	130	A
USGS	11455420	2019-10-04 05:45	PST	4.23	A	16.9	A	131	A
USGS	11455420	2019-10-04 06:00	PST	4.38	A	16.9	A	131	A
USGS	11455420	2019-10-04 06:15	PST	4.54	A	16.9	A	130	A
USGS	11455420	2019-10-04 06:30	PST	4.69	A	16.9	A	129	A
USGS	11455420	2019-10-04 06:45	PST	4.81	A	16.9	A	129	A
USGS	11455420	2019-10-04 07:00	PST	4.92	A	16.9	A	129	A
USGS	11455420	2019-10-04 07:15	PST	5.02	A	16.9	A	129	A
USGS	11455420	2019-10-04 07:30	PST	5.11	A	16.9	A	128	A
USGS	11455420	2019-10-04 07:45	PST	5.18	A	16.9	A	129	A
USGS	11455420	2019-10-04 08:00	PST	5.26	A	17.0	A	129	A
USGS	11455420	2019-10-04 08:15	PST	5.32	A	17.0	A	129	A
USGS	11455420	2019-10-04 08:30	PST	5.35	A	17.0	A	129	A
USGS	11455420	2019-10-04 08:45	PST	5.39	A	17.0	A	129	A
USGS	11455420	2019-10-04 09:00	PST	5.41	A	17.0	A	130	A
USGS	11455420	2019-10-04 09:15	PST	5.42	A	17.1	A	130	A
USGS	11455420	2019-10-04 09:30	PST	5.41	A	17.1	A	131	A
USGS	11455420	2019-10-04 09:45	PST	5.37	A	17.1	A	131	A
USGS	11455420	2019-10-04 10:00	PST	5.32	A	17.1	A	131	A
USGS	11455420	2019-10-04 10:15	PST	5.22	A	17.1	A	131	A
USGS	11455420	2019-10-04 10:30	PST	5.10	A	17.2	A	131	A
USGS	11455420	2019-10-04 10:45	PST	4.97	A	17.2	A	131	A
USGS	11455420	2019-10-04 11:00	PST	4.86	A	17.1	A	130	A
USGS	11455420	2019-10-04 11:15	PST	4.74	A	17.1	A	130	A
USGS	11455420	2019-10-04 11:30	PST	4.63	A	17.1	A	129	A
USGS	11455420	2019-10-04 11:45	PST	4.53	A	17.0	A	129	A
USGS	11455420	2019-10-04 12:00	PST	4.43	A	17.0	A	128	A
USGS	11455420	2019-10-04 12:15	PST	4.33	A	17.0	A	128	A
USGS	11455420	2019-10-04 12:30	PST	4.23	A	16.9	A	128	A
USGS	11455420	2019-10-04 12:45	PST	4.14	A	16.9	A	128	A
USGS	11455420	2019-10-04 13:00	PST	4.06	A	16.9	A	128	A
USGS	11455420	2019-10-04 13:15	PST	4.00	A	16.9	A	127	A
USGS	11455420	2019-10-04 13:30	PST	3.96	A	16.8	A	126	A
USGS	11455420	2019-10-04 13:45	PST	3.94	A	16.8	A	125	A
USGS	11455420	2019-10-04 14:00	PST	3.94	A	16.7	A	125	A
USGS	11455420	2019-10-04 14:15	PST	3.96	A	16.7	A	125	A
USGS	11455420	2019-10-04 14:30	PST	4.00	A	16.7	A	125	A
USGS	11455420	2019-10-04 14:45	PST	4.06	A	16.8	A	125	A
USGS	11455420	2019-10-04 15:00	PST	4.16	A	16.8	A	126	A
USGS	11455420	2019-10-04 15:15	PST	4.30	A	16.8	A	126	A
USGS	11455420	2019-10-04 15:30	PST	4.44	A	16.8	A	126	A
USGS	11455420	2019-10-04 15:45	PST	4.58	A	16.8	A	126	A
USGS	11455420	2019-10-04 16:00	PST	4.72	A	16.8	A	126	A
USGS	11455420	2019-10-04 16:15	PST	4.86	A	16.8	A	125	A
USGS	11455420	2019-10-04 16:30	PST	5.01	A	16.8	A	126	A
USGS	11455420	2019-10-04 16:45	PST	5.16	A	16.9	A	126	A
USGS	11455420	2019-10-04 17:00	PST	5.30	A	16.9	A	126	A
USGS	11455420	2019-10-04 17:15	PST	5.45	A	16.9	A	126	A
USGS	11455420	2019-10-04 17:30	PST	5.59	A	17.0	A	128	A
USGS	11455420	2019-10-04 17:45	PST	5.71	A	17.0	A	128	A
USGS	11455420	2019-10-04 18:00	PST	5.83	A	17.0	A	128	A
USGS	11455420	2019-10-04 18:15	PST	5.94	A	17.1	A	128	A
USGS	11455420	2019-10-04 18:30	PST	6.04	A	17.1	A	129	A
USGS	11455420	2019-10-04 18:45	PST	6.12	A	17.2	A	129	A
USGS	11455420	2019-10-04 19:00	PST	6.20	A	17.2	A	130	A
USGS	11455420	2019-10-04 19:15	PST	6.25	A	17.3	A	130	A
USGS	11455420	2019-10-04 19:30	PST	6.29	A	17.3	A	131	A
USGS	11455420	2019-10-04 19:45	PST	6.31	A	17.3	A	132	A
USGS	11455420	2019-10-04 20:00	PST	6.32	A	17.3	A	132	A
USGS	11455420	2019-10-04 20:15	PST	6.31	A	17.3	A	133	A
USGS	11455420	2019-10-04 20:30	PST	6.26	A	17.4	A	133	A
USGS	11455420	2019-10-04 20:45	PST	6.18	A	17.4	A	133	A
USGS	11455420	2019-10-04 21:00	PST	6.08	A	17.4	A	133	A
USGS	11455420	2019-10-04 21:15	PST	5.94	A	17.4	A	133	A
USGS	11455420	2019-10-04 21:30	PST	5.79	A	17.4	A	133	A
USGS	11455420	2019-10-04 21:45	PST	5.64	A	17.3	A	133	A
USGS	11455420	2019-10-04 22:00	PST	5.48	A	17.3	A	132	A
USGS	11455420	2019-10-04 22:15	PST	5.32	A	17.2	A	131	A
USGS	11455420	2019-10-04 22:30	PST	5.16	A	17.2	A	130	A
USGS	11455420	2019-10-04 22:45	PST	5.00	A	17.2	A	129	A
USGS	11455420	2019-10-04 23:00	PST	4.83	A	17.1	A	129	A
USGS	11455420	2019-10-04 23:15	PST	4.67	A	17.1	A	129	A
USGS	11455420	2019-10-04 23:30	PST	4.51	A	17.0	A	128	A
USGS	11455420	2019-10-04 23:45	PST	4.36	A	16.9	A	128	A
USGS	11455420	2019-10-05 00:00	PST	4.21	A	16.9	A	126	A
USGS	11455420	2019-10-05 00:15	PST	4.07	A	16.8	A	126	A
USGS	11455420	2019-10-05 00:30	PST	3.93	A	16.7	A	125	A
USGS	11455420	2019-10-05 00:45	PST	3.79	A	16.7	A	124	A
USGS	11455420	2019-10-05 01:00	PST	3.66	A	16.7	A	125	A
USGS	11455420	2019-10-05 01:15	PST	3.53	A	16.6	A	124	A
USGS	11455420	2019-10-05 01:30	PST	3.40	A	16.6	A	125	A
USGS	11455420	2019-10-05 01:45	PST	3.26	A	16.6	A	125	A
USGS	11455420	2019-10-05 02:00	PST	3.13	A	16.6	A	124	A
